lr,la,rho*,T*,rho*_sim,T*_sim,P*_sim,TotEn_sim,thermal_conductivity,T*_sim_std,P*_sim_std,TotEn_sim_std,thermal_conductivity_std
7.0,6.0,0.15,2.4,0.15,2.3998670252873566,0.2546698288505746,2.085181581609195,1.3801080809207564,0.0063931077229067,0.0022562831661892,0.0001199384450237,0.1404624299583382
7.0,6.0,0.15,2.8,0.15,2.8002112,0.3319664375862069,2.7486814896551723,1.2235203983292036,0.0057375295617741,0.0024227083788241,0.0001008965752614,0.0907496889385324
7.0,6.0,0.15,3.8,0.15,3.799798792873563,0.5210574562988506,4.352619105977012,1.856717313391666,0.0051245564534552,0.0027476341913661,7.165882527543122e-05,0.3235321845117313
7.0,6.0,0.15,4.6,0.15,4.599521349867374,0.6699038432625994,5.615278464721485,2.4345863937246564,0.0049646599846453,0.0030698426353894,6.365778316904725e-05,0.3013721601256516
7.0,6.0,0.15,5.3,0.15,5.2997304494252875,0.798977868467433,6.714519988888889,2.187447192150353,0.005342777441207,0.0034241275713035,6.032053793675272e-05,0.1655802530847158
7.0,6.0,0.15,6.0,0.15,6.000014732758621,0.9270538564511492,7.809907264511494,2.3779446106793514,0.0055859506169773,0.0036950793078981,5.641740018034834e-05,0.2780895161268289
7.0,6.0,0.15,7.2,0.15,7.199271110344828,1.1448580862068969,9.681144831034482,2.1429757881855687,0.0060748712682718,0.0041095347649444,5.6969025694230214e-05,0.1341267059487027
7.0,6.0,0.15,10.0,0.15,10.00061692247765,1.6462567615581096,14.035705908045976,3.0075699044535327,0.0077739390317737,0.005187258740898,0.0001836631334213,0.305729707671686
7.0,6.0,0.153177,1.92,0.153177,1.9210684793103447,0.1601859117241379,1.1937739137931036,1.6352389848888305,0.0098300182455449,0.0023780051335329,0.000264013963725,0.129803776853483
7.0,6.0,0.16,2.19,0.16,2.189738631034482,0.2211035786206896,1.6245627068965518,1.2071453883973402,0.0076835272264726,0.0024505719207067,0.000168575234889,0.041882805528884
7.0,6.0,0.18,1.99,0.18,1.9876822586206897,0.1837948499999999,1.0453041206896552,1.469463681576296,0.0101994173298739,0.0031846943590647,0.0002829548039819,0.1287371327428306
7.0,6.0,0.2,1.95,0.2,1.949001506896552,0.1764104793103448,0.7483003310344828,1.407898918495016,0.0124573365663494,0.004142518495963,0.0004111396499129,0.0627235956179224
7.0,6.0,0.2,2.03,0.2,2.0299337586206896,0.2004115306896551,0.9235402696551724,1.4594152849934572,0.0105442601357955,0.0038395764565106,0.0003207641709628,0.0848171179605213
7.0,6.0,0.2,2.4,0.2,2.3997412855172415,0.3057843493793103,1.6078362251724136,1.449516624565839,0.0071324399491036,0.0035925817866598,0.0001522472123643,0.155403712907836
7.0,6.0,0.2,2.8,0.2,2.7999596623067773,0.4167548038287752,2.288212526159334,1.7062703239417414,0.0062561152309474,0.0037861888348416,0.0001155894749665,0.215750994390036
7.0,6.0,0.2,3.8,0.2,3.800434613793103,0.6884811163793103,3.923262375862069,2.065660503439955,0.0055533803021299,0.0043398355056263,8.045636834559036e-05,0.1347409560113079
7.0,6.0,0.2,4.6,0.2,4.599603977442529,0.9012409085488504,5.204905470402299,2.171669002862094,0.005610343580928,0.0047478548311103,6.890517512818301e-05,0.2013763224718584
7.0,6.0,0.2,5.3,0.2,5.299774911615245,1.085397575136116,6.3203542856624315,2.161197755735464,0.0058730753821982,0.005223837073787,6.17009027684986e-05,0.1848599915410033
7.0,6.0,0.2,6.0,0.2,6.000238432233883,1.2679154703148428,7.431802085157422,2.42405082196479,0.0062484939486813,0.0057828516190376,5.9646084888084874e-05,0.3797310501254233
7.0,6.0,0.2,7.2,0.2,7.200199332983509,1.5776086221889054,9.329834797301348,2.6880714630752167,0.0069816816893339,0.0064201794979109,5.633247583681649e-05,0.3608927398138742
7.0,6.0,0.2,10.0,0.2,10.000067137284484,2.287077291594828,13.739439051724135,3.47595852973848,0.0088886041675708,0.0080437611278633,0.0002514955626281,0.1457980603957346
7.0,6.0,0.21,1.97,0.21,1.9714442620689656,0.1841977831034482,0.6923432706896552,1.6347043885443988,0.0123956343437241,0.0046277644516694,0.0004320559721369,0.0750014608435228
7.0,6.0,0.21,2.19,0.21,2.1901468310344825,0.2518782375862069,1.1374001758620689,1.5904688021907851,0.0086004242291943,0.004017659757278,0.0002125579768406,0.0737411789371049
7.0,6.0,0.247214,2.04,0.247214,2.0375430586206895,0.2110968351724138,0.4789707179310343,1.7270665266366256,0.0112411047838263,0.0057676273587887,0.0003561130369567,0.1427077905271618
7.0,6.0,0.247214,2.12,0.247214,2.118991468965518,0.2419633082758621,0.6472562486206898,1.5300911525660057,0.0096341846111919,0.0054648162476292,0.000276653318971,0.1049472167041453
7.0,6.0,0.25,2.03,0.25,2.0282884689655174,0.2079206675862069,0.4316353293103449,1.8168720245794605,0.0114584495079686,0.0059514254734857,0.0003829100112997,0.0747585760941201
7.0,6.0,0.25,2.4,0.25,2.3997098129310346,0.3489874731896552,1.145635527586207,1.7407039755509917,0.0075655121401914,0.0052583070501686,0.0001785719978533,0.2127858992891921
7.0,6.0,0.25,2.8,0.25,2.8001882850574713,0.4982750234482759,1.8395945160919545,2.010002857097887,0.0063183333275762,0.0052689971819823,0.0001226747791295,0.0901358167493399
7.0,6.0,0.25,3.8,0.25,3.800251975862069,0.8638325141379312,3.501416067816092,2.10738065813469,0.0057211578171041,0.0061353425733593,8.041770941173706e-05,0.1126488486107193
7.0,6.0,0.25,4.6,0.25,4.600397303448276,1.1498002877742948,4.804590601253919,2.1266521985262754,0.0060739240993103,0.0068608371471213,6.870219089533827e-05,0.1884220677616012
7.0,6.0,0.25,5.3,0.25,5.29959260229885,1.396146985440613,5.935372527203064,2.260936918034355,0.0063968745559905,0.0073376820905514,6.629752184382123e-05,0.203766293140328
7.0,6.0,0.25,6.0,0.25,6.000555231172414,1.6403653583448277,7.064368189517242,2.629443809201768,0.0068838353834716,0.0079524783405174,6.150149874957051e-05,0.3742778244345573
7.0,6.0,0.25,7.2,0.25,7.2003284636781615,2.0528122754022986,8.989503313333334,2.9312581087007024,0.007692444824011,0.008924561932613,5.8089877119837345e-05,0.2827013244056338
7.0,6.0,0.25,10.0,0.25,10.000791668965515,2.9941005741379314,13.45994523060345,3.843812156865749,0.0101543575434535,0.0112645470208923,0.0002912902736718,0.6956943931640444
7.0,6.0,0.26,1.97,0.26,1.968830382758621,0.1840927368965517,0.189199654137931,2.161485487558101,0.0134305561739957,0.0072044408372851,0.0005184489105855,0.2303124634580918
7.0,6.0,0.26,2.19,0.26,2.1899195343221804,0.2738363559848223,0.6681547409451536,1.88401657777099,0.0089300418844337,0.0058643662217164,0.000248677680617,0.07442118912884
7.0,6.0,0.3,2.03,0.3,2.026857006896552,0.2095107468965516,-0.0310209395517241,1.7922864207793396,0.0118272384888637,0.0085868472488129,0.0004431843125601,0.128942569085706
7.0,6.0,0.3,2.4,0.3,2.4001046901477836,0.3905855427093596,0.6990440827093597,1.852836654790468,0.0073475272608798,0.0070056163093543,0.0001779126915347,0.2302381528453171
7.0,6.0,0.3,2.8,0.3,2.80044470877743,0.583715931598746,1.4021375094043886,1.7930959636165176,0.0061764931581614,0.0070069968060148,0.0001208646149885,0.1296275800438839
7.0,6.0,0.3,3.8,0.3,3.8003977125391857,1.056164260815047,3.0884790203761763,2.318910038811683,0.0059300366565381,0.0078534053168218,7.726333003905515e-05,0.3165371763477902
7.0,6.0,0.3,4.6,0.3,4.598553049425288,1.4245299268199234,4.4094501892720315,2.5213365909760292,0.0062446018823306,0.0087906149743781,6.568784223034263e-05,0.1791150765018724
7.0,6.0,0.3,5.3,0.3,5.300332041871921,1.7427448586206895,5.562673800985222,2.714355911189819,0.0067917114554377,0.0097071269091173,5.937095379761384e-05,0.3443559571436418
7.0,6.0,0.3,6.0,0.3,6.000056724137932,2.055306656321839,6.707016709195402,2.80280740805814,0.0073924859176533,0.0104231962555932,6.096695230247455e-05,0.1209315956752381
7.0,6.0,0.3,7.2,0.3,7.200014555172413,2.583219348275862,8.661783315517242,2.965883214188216,0.0084467162054458,0.01184696795463,7.055530283895022e-05,0.2507339278814994
7.0,6.0,0.308013,1.95,0.308013,1.948393824137931,0.1704835368965517,-0.3133386106896552,2.1764485993756777,0.0148564515887313,0.0103277939560674,0.0006130488950563,0.2788152341013503
7.0,6.0,0.329286,2.04,0.329286,2.040434496551724,0.2172394375862069,-0.2534180531034482,1.8400292801142448,0.0108456739827947,0.0097370037371745,0.0003738954591291,0.1591233407532279
7.0,6.0,0.329286,2.12,0.329286,2.119247320689655,0.2608647324137931,-0.0865234676206896,2.2329128705351664,0.0090744328332884,0.0088150191488232,0.0002817811196588,0.0984622777784588
7.0,6.0,0.35,2.4,0.35,2.400005184051724,0.4376918332327585,0.2634660981034483,2.4074518823446187,0.006709557229468,0.0090974237449745,0.0001577101273216,0.1099250439306307
7.0,6.0,0.35,2.8,0.35,2.799694101724138,0.6805018048275862,0.9714435687931036,2.0049291803555738,0.0058816896057878,0.0089619907603001,0.0001058067200559,0.139531356384949
7.0,6.0,0.35,3.8,0.35,3.800101105570292,1.276544725331565,2.6839283263925733,2.453451782747027,0.0059793899185772,0.0099240559570994,7.051484512677681e-05,0.1968669871723428
7.0,6.0,0.35,4.6,0.35,4.600278238916256,1.739597460591133,4.030337037931035,3.0616676969257988,0.0066249118835161,0.0109980163642086,6.0898795422760534e-05,0.2581974605247555
7.0,6.0,0.35,5.3,0.35,5.299825055172414,2.1363243666666665,5.199106288505747,2.9979783936148734,0.0072402355318877,0.0121040348372949,5.618706447535779e-05,0.3361842506498403
7.0,6.0,0.35,7.200000000000001,0.35,7.200065869129721,3.1836214116584567,8.350036379474549,3.3745181984039503,0.0089861071231591,0.0146052399199637,5.2928342711702853e-05,0.2220052814921496
7.0,6.0,0.35,10.0,0.35,9.999183244827586,4.667320282758621,12.951822189655172,3.985016907675295,0.012040088443993,0.0187938592088616,0.0003685970329142,0.3794346516022241
7.0,6.0,0.36,1.97,0.36,1.96958362883753,0.1759682359434287,-0.672593295619179,2.422298715080905,0.0125865022325029,0.0127218691725908,0.0004822280020711,0.1264637996456675
7.0,6.0,0.36,2.19,0.36,2.1904247655172413,0.3146221810344827,-0.2120466820689655,1.8167253599310829,0.0078058861123834,0.0099737134792261,0.000218451792246,0.1117928530718098
7.0,6.0,0.4,2.4,0.4,2.4000061125226857,0.4997161011433756,-0.1650445473865698,2.3330695681876223,0.0059498944980834,0.0105415298572001,0.0001272148267353,0.3304244380425843
7.0,6.0,0.4,2.8,0.4,2.7999103575712145,0.8019471882908545,0.5502402516491753,2.540195877920013,0.005584491861506,0.0106944263714986,8.815546031819529e-05,0.3568706234798078
7.0,6.0,0.4,4.6,0.4,4.597573927586207,2.1061175862068966,3.6561359655172425,2.522331908665232,0.0069075606942441,0.0135439248424955,5.4013772315636126e-05,0.1349504254212051
7.0,6.0,0.4,5.299999999999999,0.4,5.300087666312996,2.594291920954907,4.850989491246684,3.118188384273862,0.0075740155280743,0.0144950449257692,5.641140918235584e-05,0.1669548273968463
7.0,6.0,0.4,6.0,0.4,6.0004846762931034,3.072124764655172,6.036617047844827,3.26519635413049,0.0084314429103029,0.0160482522736078,5.041407477237521e-05,0.2323409685428797
7.0,6.0,0.4,7.2,0.4,7.199638016091954,3.871573072413794,8.055793231034482,3.364198536900736,0.0098701171965053,0.0181249278307257,4.919765544702118e-05,0.2277941092531633
7.0,6.0,0.4,10.0,0.4,10.00001415862069,5.672120753448276,12.734350896551724,3.872504869672114,0.0130042138381577,0.0227356693398418,0.0004383823048224,0.6321561684306937
7.0,6.0,0.4000000000000001,3.7999999999999994,0.4000000000000001,3.799000881896552,1.5380243474137931,2.2884933094827584,2.7415960839798994,0.0060754935071048,0.0119906847736563,6.123962382043938e-05,0.3804875479018548
7.0,6.0,0.41,1.95,0.41,1.949373451724138,0.1608298744827586,-1.1155234034482755,2.354820861438693,0.0095754653490032,0.0142843562750751,0.0003315126297012,0.3386463741069439
7.0,6.0,0.41,2.19,0.41,2.1894817379310347,0.3480254113793103,-0.6383303472413793,2.028089867873927,0.0064847176793412,0.011407047694137,0.0001565465383559,0.017718891897849
7.0,6.0,0.4113569999999999,2.04,0.4113569999999999,2.040697231034483,0.2315703731034482,-0.938398213448276,2.4658574686388017,0.0079978050253983,0.012689549013704,0.0002444893834054,0.3274216451241942
7.0,6.0,0.44,2.01,0.44,2.0099937896551725,0.2186875720689655,-1.2363567862068965,2.344726717995645,0.0070234318570482,0.013694125115092,0.0001936826059875,0.2869767654806476
7.0,6.0,0.45,2.03,0.45,2.0309300931034486,0.2443695648275862,-1.2798196448275865,2.629045475434568,0.0065550659105014,0.0134711068498545,0.0001779850951397,0.0036270359020244
7.0,6.0,0.45,2.4,0.45,2.3997579706896555,0.5901754693103449,-0.5884562613793103,2.566505711004882,0.0052932146759218,0.0120378013090538,9.392866030129472e-05,0.2127014867549565
7.0,6.0,0.45,2.7999999999999994,0.45,2.8001657339080466,0.9613392893390804,0.1363300374712643,2.593904223906732,0.005280585859304,0.0123890722820941,7.101971167820615e-05,0.3354991746761632
7.0,6.0,0.45,3.8,0.45,3.799712457471264,1.8583437736909325,1.907722601149425,2.814993202163902,0.006242189452327,0.0141275572322689,5.267361540069886e-05,0.5404102702774835
7.0,6.0,0.45,4.6,0.45,4.600139191954023,2.5478903,3.305899214942529,3.3505644857248744,0.0072280923286219,0.0157163656692295,5.0401279222422365e-05,0.4272681129243038
7.0,6.0,0.45,5.3,0.45,5.299650263505747,3.133823386494253,4.518532560344828,3.308383402006486,0.008040008507097,0.0174678864292709,4.9071272752423686e-05,0.3544019114700881
7.0,6.0,0.45,6.0,0.45,6.000370989224138,3.708119577155173,5.726981876724138,3.3458774035360963,0.0088406802086933,0.0186295995440561,4.750387323155924e-05,0.3753785662361933
7.0,6.0,0.45,7.2,0.45,7.200153554231975,4.66792254169279,7.784600546394984,3.722471459810541,0.0105041287174774,0.0214045962257579,5.095078307762627e-05,0.407921497790247
7.0,6.0,0.45,10.0,0.45,9.99996849770115,6.815780264367816,12.541851540229883,4.5336619073765,0.0137255910130641,0.026848059493465,0.0004813162528022,0.4619795226570831
7.0,6.0,0.4600000000000001,1.97,0.4600000000000001,1.969476651724138,0.1922295917241379,-1.4825614310344826,2.503573045193563,0.0063184886256661,0.0139372409202339,0.0001701981893725,0.1727638846922097
7.0,6.0,0.4600000000000001,2.19,0.4600000000000001,2.1897514344827584,0.4072509765517241,-1.0616025,2.5984328725125914,0.0053878511477704,0.0127437990973817,0.0001110627501017,0.1971679072134908
7.0,6.0,0.493429,2.04,0.493429,2.039253113793103,0.3014010386206896,-1.6284599965517237,2.5085969477767813,0.0052485646778059,0.0140867287434854,0.0001063332541595,0.1247810023592384
7.0,6.0,0.493429,2.12,0.493429,2.120190775862069,0.392990284137931,-1.4742996586206896,2.661967738570189,0.004867169612057,0.0138082333101145,9.580105081099056e-05,0.0258486963708856
7.0,6.0,0.5,1.9,0.5,1.899728151724138,0.1508561984827586,-1.9537166448275864,2.780825193181032,0.0054636498235445,0.0148596292073693,0.0001333229216484,0.2535913988180354
7.0,6.0,0.5,2.0,0.5,2.0000280218390807,0.2667666496551723,-1.7591268241379308,2.5899540710496827,0.0051598018714222,0.0139478066209907,0.0001090794694299,0.0914463844580037
7.0,6.0,0.5,2.03,0.5,2.0299365068965516,0.3016615617241379,-1.7014197413793104,2.9837947310398065,0.004940223585752,0.0137650344747246,9.848053273373915e-05,0.2533708856516671
7.0,6.0,0.5,2.4,0.5,2.399966359852217,0.7275326590394089,-1.0054456027093597,2.989736843884047,0.004933544070687,0.0134002709437306,6.985079470044432e-05,0.1044454553289525
7.0,6.0,0.5,2.8,0.5,2.800188258620689,1.1778817356321838,-0.2680659062068965,2.998079045513519,0.005281831054523,0.0140878879931899,5.627499072866058e-05,0.3803000750709747
7.0,6.0,0.5,3.8,0.5,3.799993465517241,2.2559857195402295,1.5412017264367814,3.103335802436496,0.0064452277486923,0.0162364522111358,4.7227029654137246e-05,0.3013510725888019
7.0,6.0,0.5,4.6,0.5,4.599210564696223,3.0789818164203613,2.9675906487684727,3.393422937000293,0.0075795450564178,0.0183260009863763,4.1136512392126064e-05,0.2514869257669689
7.0,6.0,0.5,5.3,0.5,5.299910973483947,3.777816295243757,4.207794658977408,3.331881571788798,0.0085172482568304,0.0201926218337476,4.393537055500052e-05,0.2753400657805081
7.0,6.0,0.5,6.0,0.5,5.999589082594418,4.458985392939245,5.439063923152709,4.009705910990194,0.009452547109104,0.0217941110437626,4.192425740812043e-05,0.402641669630512
7.0,6.0,0.5,7.2,0.5,7.200088947637293,5.59456852962963,7.537299190676884,4.311679073800469,0.0111203355725941,0.0249231341772507,5.921626785042912e-05,0.3330800861420967
7.0,6.0,0.5,10.0,0.5,9.99913576091954,8.122720055172415,12.37829235632184,4.868299323593254,0.0145414642941058,0.0313024901931662,0.000546963219509,0.4673149756146827
7.0,6.0,0.51,2.19,0.51,2.189927651724138,0.5123402155172414,-1.4817773965517242,2.515259730624091,0.0048386366387281,0.013488866918251,7.754610945265688e-05,0.1304848743833762
7.0,6.0,0.53,1.8,0.53,1.7999758862068966,0.061486949,-2.402168324137931,2.764613021712393,0.0049792787609364,0.0154113154522537,0.000115192679161,0.0101538148211565
7.0,6.0,0.544977,1.83,0.544977,1.829931010344828,0.1241731884137931,-2.469245337931034,2.659230792438473,0.0045126765965924,0.0146530312797835,8.856677375932623e-05,0.1366671241320123
7.0,6.0,0.55,1.7,0.55,1.7001131744572158,-0.0518981532181353,-2.7707015489144315,3.1959350194130867,0.0049035456289937,0.0165083787517433,0.0001155406451955,0.3239764337926387
7.0,6.0,0.55,1.8999999999999997,0.55,1.9004403948275863,0.2340529143103448,-2.37367256954023,3.007860153687238,0.0044559566077766,0.0145260886630813,7.75993576884768e-05,0.3217398776887598
7.0,6.0,0.55,2.0,0.55,2.000192457471264,0.3758962913793103,-2.1792286310344826,3.097494941817071,0.0044333423510244,0.0142768784230012,6.661843512452866e-05,0.3785652974453015
7.0,6.0,0.55,2.03,0.55,2.0302215724137933,0.4186773631034482,-2.1209175655172414,2.9326863482868064,0.0044373174956681,0.0141748673447163,6.333769432571917e-05,0.2450583284177001
7.0,6.0,0.55,2.4,0.55,2.400391106896552,0.934133294137931,-1.4129013465517244,3.260779791246049,0.0048207663215844,0.014865313880801,5.209579654530806e-05,0.439127367349373
7.0,6.0,0.55,2.8,0.55,2.799868276657825,1.4730635334217508,-0.6598925255172413,3.63722117323236,0.0052845584684143,0.0155760187547837,4.3158731459490494e-05,0.4050245819417787
7.0,6.0,0.55,3.8,0.55,3.8004770827586207,2.7569979540229883,1.1948559942528734,3.815738580640804,0.0067121089359009,0.0182163279821625,3.598562259727134e-05,0.5350542828406679
